,txt,label
32967,옛생각나서 한번봣는데 역시 정우성..ㅋㅋ이번에 나온 신의한수 보다는 아니지만 구뤠도 나는 재밋게봣어용 ㅎㅎ,1
32968,세월의 흐름을 이렇게도 표현할 수 있구나 싶다,1
32969,짜증나서...,1
32970,기대이상으로 사랑스러운 영화네 ㅋㅋ,1
32971,평점보구 속았다!! 으악~~내시간 돌려줘~~!! 공포도 스토리도 웩!! 절대 절대 보지마세여,1
32972,프텍 세잎 시세 아시는분,0
32973,3억으로 100제 유니크 3부위 풀강하는법,0
32974,우울 그자체,1
32975,this movie is really sucks!!,1
32976,헤어 추천 부탁드립니다 ㅎㅎ,0
32977,아니 시...,0
32978,'한번더해요'길드원 모집합니다!,0
32979,대바아악,0
32980,결국엔 나쁜놈 착한놈 나와서 뻔한 싸움하네..,1
32981,꽤 오래 됐는데 기억에 많이 남는 영화입니다. 별점이 아깝지 않은 영화~~~,1
32982,파티 자동사냥에 관해...질문...,0
32983,서버 갈아타려는데 계정전체 공유재화같은거 있나요?,0
32984,역대 최악의 영화.,1
32985,자사권알림떠서 점검 일찍 끝난줄,0
32986,그동안 시끄러운 영화들에 많이 오염됐던 나를 반성하게 만든 아름다운 영화,1
32987,포니 길원 구해요,0
32988,올려두면언젠간사는사람있겟지?,0
32989,재미도 없고 개연성도 없고 잔인하기는 싸구려 공포 영화 수준,1
32990,경험치추가 이것들만 있어도 도움되죠?,0
32991,패치때 안나가고 버텨봤는대...,0
32992,다음 메월서 언제나오나요?,0
32993,처음으로 낚인 영화다... 이연걸류 영화를 기대하지 마시길.,1
32994,"연기한배우에게주는별두개.솔직히지루했다;;쓸데없이긴감정선이나,이해불가한흐름.부분부분흥미롭던장면도있었지만,거의긴두시간동안초반에생길뻔했던씁쓸함이나공허한마음은어느새빠르게사라졌다.말하고자하는뜻을알겟지만,표현이부족한게아쉬웠다.예술이라기엔아직모자란듯.",1
32995,"바이올렛이 말했다. 남편, 즉 딸들의 아버지가 자살한 데에는 너네들(딸들)의 책임도 있다고. 어둑한 집에, 황량한 벌판 위의 어머니와 아버지. 머리를 한 대 얻어 맞은 느낌이었다. 딸들을 변호하며 달려왔던 대부분의 시간이 부끄러워질 정도로.",1
32996,재미도 감동도 있습니다.,1
32997,10대들을 위한 성적 호기심 영화?,1
32998,이번설날이벤트때 복줌 줄확률은?,0
32999,그닥..이런 영화를 왜 만드는지...,1
33000,보뽑 2회 잘나온건가요??,0
33001,히어로대전 입장이안되요,0
33002,본메하다 재밌길래 함 해보려는데,0
33003,1티어 딜러 육성 추천좀 해줘요 형들,0
33004,너무합니다. 평점이 좋아서 봤다가 대박실망한 20여명의 대표로 씁니다.,1
33005,처음엔 뭔가 3류 같은 좀비 분장 때문에 보기 싫었는데 보면 볼 수록 빠져 들게 되네요..정말 이 작품 좋습니다!^^,1
33006,자석펫 가격 끝나는날까지 떨어지겟지??,0
33007,히어로 vs 소울마스터,0
33008,등장인물이 너무 많고 내용도 쓰레기. 기억나는건 모순균 다리털 뿐...,1
33009,차라리 트와일라잇이 더 재밌는거같다..,1
33010,이뭐병.재미도없고 OO 삼류 다큐도아니고 영화가 왜 영화여 차라리 테이큰을 보고 만다 답답,1
33011,미국 영화 사상 최고의 코메디(영어로 보세요),1
33012,데벤저 자동사냥,0
33013,억지 억지 억지 밀실이라는 구성으로 기발한 반전을 기대하고 봤으나 실망... 차라리 마지막까지 서로 죽이고 피가 튀는 영화가 훨씬 좋았을듯...,1
33014,잼없다,1
33015,재미있음,1
33016,스웨덴은 007 따라하지 않는 걸로.,1
33017,쩝...,1
33018,별로 현실적이지 않다.,1
33019,소피마르소는 예뻤다. 재개봉하고 영화관에서 볼기회를놓쳤다면 후회할뻔했다.,1
33020,스카섭 보마팔콘무기 팔아요 깡뎀 최고봉,0
33021,예전부터 핑크색을 굉장히 좋아했는데 이 영화를 보고 더욱 더 좋아졌네요. 자신을 잃지 않고 사람들의 편견을 넘어 늘 노력하고 미모와 지식과 우정과 사랑 모든 것을 얻은 엘이 부러우면서 늘 밝고 당당한게 너무나도 사랑스러워요.,1
33022,87년작이면 내캉 친구네 ㅎㅎ스텔론 행님의 개명작이네 ~정말 재미있게 잘 즐겨 봤다 ㅎ간지가 깝이시네 ㅋ,1
33023,안드로이드 마라벨 질문,0
33024,허세 쩌네,1
33025,골맆 소울 인챈터 10퍼는 다른 줌서 10퍼랑 달라요?,0
33026,무고밴 주장하시는 분들 보면 대다수 분들이,0
33027,2400다이아 로얄 이득인가여?,0
33028,재미없다.... 시간 아까움.,1
33029,"로멘틱 코미디 치고는 색다른 설정이었는데, 참 재미없다.",1
33030,"김탄, 가슴이 무너지게 하는 그 눈빛.",1
33031,데미지 링크 뭐가 제일 좋죠?,0
33032,뭘상상하던 그이상이다 프레즌브레이크이후 만난 최고의 미드다,1
33033,"아이의 시선으로 보는 전쟁.., 보는 내내 가슴이 먹먹했다는...",1
33034,이거 평점 왜이렇게낮지?ㅋㅋ당대에 유명한 스타 다나와서(지금 얼굴보기도힘든 나얼까지 나온...)완전 재밌게봤는데ㅋㅋ생각보다 현실성있었음. 4점대는 좀 아님. 출연진 보는것만으로도 꿀잼 ㅋㅋㅋ,1
33035,명작은 명작이네요,1
33036,정망 말이 필요없는 유머 ㅋㅋ,1
33037,넘쳐나는 광고속에 재미라곤 없다.,1
33038,코믹하면서도 감동적으로 만든 휴먼드라마,1
33039,강화확률주작이냐?,0
33040,나만그런거여?,0
33041,바보같은 가난한자를앞세워 세상을악으로정의한 상투적영화.북한사람설정일필요도없다,1
33042,오 진짜 여주 카리스마,1
33043,"상처를주고 또 보듬어주는 가족의 모습을 너무 잘 담아냈다. 우리나라와 정서가 비슷한 일본 감독의 영화라 그런가, 고레에다 히로카즈 감독의 영화는 항상 내게 가족에 대해 더 깊게 생각해 보게되는 계기가 되는 것 같다. 그의 영화 한편 한편에 감사하다.",1
33044,이다음 머부터 해야하죠??,0
33045,짱잼씀,1
33046,루나 시아등 32억,0
33047,무고밴 풀어줘,0
33048,그저 그런 무협,1
33049,우트 직작,0
33050,"2점도 아까움. 1.5 정도면 좋겠네. OOO기. 연출허접, 연기허접, 스토리진부",1
33051,골맆30만 vs 5만골맆 짤짤이판매,0
33052,역대 쓰레기 1점도 아깝다,1
33053,아 ㅠㅠㅠㅠ,0
33054,난 재밌게 봤는데.... 개인취향인듯 ㅇㅅㅇ 환자연기가 갑인데,1
33055,패파땜에 다시키우는사람도 신규도많은데 소울링이나 다시풀어라,0
33056,여제템들은 원래 가위 써야 팔 수 있는건가요??,0
33057,10분정도 보다가 껐다,1
33058,난 재밌던데,1
33059,음...이거좀 애매한데?,1
33060,제논 파프 무기사요~,0
33061,가횟3,0
33062,"소재도 재밌고,긴장감넘치고,장소의한정과 후반스토리탄탄성이 아쉽긴하지만 전재밌게봤습니다.",1
33063,말그대로 뚝방에서 볼영화,1
33064,우왕 재밌당 ㅋㅋㅋㅋ,1
33065,영화의 필수요소는 재미다,1
33066,해도해도 너무하네 진짜 ㅡㅡ,1
33067,데슬,0
33068,이건 코메디를 노리고 찍은거야 바보들아 난 졸라웃었다 그래서 10점이다,1
33069,널 내버려 둘 순 없어! 서로간의 우정...정말 수작이다!,1
33070,나만 낚일순 없다.. 같이 낚이자.,1
33071,어우OO 재미없어,1
33072,평점보고 봤는데 연기는 괜찮은데 연출 OOO기ㅡㅡ,1
33073,너무나 유치한 나머지 자살충동을 일으키는 드라마,1
33074,"롱테이크의 미학, 빠져든다. 그리고, 정웅인의 재발견.",1
33075,파프완드 매물올리신분 연락주시면 감사할것같아요><,0
33076,CG 떡칠만하고 내용은 전혀 없는 지금껏 본 공포영화중에 최악,1
33077,효민 연기잘했다고??? 보는동안 손발이다부끄러움. 개어색하던데.,1
33078,나레이션 쩔어서 보는사람이 다 창피하네요.옆에 저랑 제 가족 빼고 다 졸더라구요.,1
33079,정말 잘만들엇다^^,1
33080,후세와 시노의 이야기가 좀 더 중점적으로 보여졌으면 좋았겠지만 그래도 캐릭터들 각각의 개성넘치는 이야기가 볼만 해서 무척 좋았다.,1
33081,난 좋더라,1
33082,프랑스인들을 구한 성녀? 영국군에 대한 복수와 전쟁에 미쳐버린 마녀?,1
33083,리에나 해협 물고기 잡는거 왤케 빡쎄요?,0
33084,"희망도 슬픔도, 내 편도 적도 없는 처철한 세계",1
33085,도시서버,0
33086,복사기 떠드는거 뭐냐. 이거 개그영화임?,1
33087,"어렸을 때는 지능이 뒤떨어져 이 영화의 전체적인 흐름과 스토리를, 심지어 그 때문에 반전까지 못 느껴서 루즈하게 느껴졌지만, 나이가 들어 영화의 흐름과 반전을 느낄 정도의 약간은 성숙된(?)지능을 가지고 보니 영화의 완성도가 상당히 높다 여기게 되었다",1
33088,메린이 인데 서버 옮길려고 그러는데,0
33089,보지마,1
33090,보스전리품상자 뭐고르는게 젤좋나요,0
33091,재밌게봤던!,1
33092,스킬셋팅질문이요,0
33093,배트 신용카드? 저것들이 배트맨한테 배트 신용카드를 줬어...저 OO랄것들이 세상에서 가장 위대한 영웅한테 배트 신용카드를 줬어?!?!,1
33094,호야 연기 너무 잘 해요! 앞으로도 멋진 연기 보여주세요! 화이팅!!,1
33095,별 하나도 아까워,1
33096,최고라는 말로도 부족했다니깐,1
33097,스타포스 적정한데 왜 계속 죽을까요,0
33098,코디질문,0
33099,다니엘♥,1
33100,줄거리만으로도 눈물을 흘리게 만드는 영화,1
33101,이 캐릭 뒤에 분홍색 빛나는거 이름이 뭔가요?,0
33102,영상과 음악의 우울한 조화 멋있다!!,1
33103,부패한 로마노프 왕조를 기리는 뭣같은 영화... 온몸으로 항거했던 러시아 민중들이 그저 폭도냐,1
33104,꼭 한번 보면 좋을 영화 특히 여성분들,1
33105,OST 하나가 마음의 심금을 울리는구나.,1
33106,액션도 유치,1
33107,2014년에서야 이 영화를 보내요.좋다.,1
33108,이영화 볼시간에...낮잠을 자는게 시간 낭비 안하는 지름길이다.,1
33109,이게 언제적이야 벌써 10년 다되가네;,1
33110,이등병 OOO들 개많이 나오네..,1
33111,전사 진로 조언,0
33112,아주 소소하고 일상적인 생활을 보여주는 로맨스,1
33113,난 진짜 재미없던데 지루했다,1
33114,님들 패파 123레벨때 경험치 안올르면 어디가서 사냥해요??,0
33115,솔직히 유치하지만 재밌엇다.ㅎㅎㅎㅎㅎ,1
33116,잔잔한 감동을 불러 일으키는 영화... 그래 아직 늦지 않았다~!!,1
33117,집착과 소유에 대한 경각심을 불러일으킨 영화,1
33118,장난감 길드 오싈?,0
33119,노작무기에 이노센트작하고 전수받으면 이노작유지되나요?,0
33120,"네이버 시키야 이게 무슨 스릴러, 서스펜스야...!!",1
33121,좀비영화 새벽의저주로 입문하면 다른거 볼게없다 ㅋㅋ 이게 최고거든,1
33122,"일본작가와 일본 스텝, 일본 제작진들이 한국의 능력있는 김태균 감독을 매장시키네",1
33123,전혀 안무서움..,1
33124,영화 나름대로 느낌있어요^-^,1
33125,이거 무섭다는 애들 다 초딩임. 개지루함. 무섭지도 않음.,1
33126,10대 여자들이나 좋아할 영화,1
33127,돈 아깝고 시간아까운 쓰레기 영화. 왜 만들었니,1
33128,당시 예산도 없는 무명감독의 빛나는 아이디어와 존경받을 만한 열정으로 태어난 수작 중의 수작..각본과 연출이 가공할만 하다.,1
33129,유쾌한 심슨가족 영화로 나와도 탄탄한 캐릭터의 개성을 잘살려 만족을 이끌어냄,1
33130,가성비갑 무기추천,0
33131,깜짝 난입이랑 침뱉는거 다시봐도 웃기네 ㅋㅋㅋㅋ,1
33132,스카섭 히어로즈M 대전 매칭 잘되나용?,0
33133,"박시후의 또다른 매력을 느낀 드라마.. 나는 살인범이다 에서의 역할과 너무 대조적이었던 드라마.. 영화는 너무 공포스럽고, 박시후의 연기가 소름끼쳤었는데, 드라마에선 너무 사랑스럽고 애교넘치고.. 좋았다.. 4회에서 셔틀댄스? 도 너무 귀여웠고..",1
33134,초아 길드에서 신입분들을 모집합니다!,0
33135,정말 올해본 영화중 최악의 영화다 ㅠㅡㅠ 절대 보지 마시길..,1
33136,대리초큡?,0
33137,재밋다. 유역비 짱 왜이제적지,1
33138,거래소 회색템??,0
33139,링크캐 자사 안주긍려면 어카뉴,0
33140,dㅇㅅㅇb,1
33141,JJ에이브럼스를 발견하게 해준 영화. 미션임파서블 4보다 더 긴장감 있고 재밌는 훌륭한 오락영화였다.,1
33142,해리포터는 나에게 언제나 최고다.,1
33143,솔직히 포스터들 보다가 위안부 글귀 적혀있는거 보고 깜짝 놀라서 예매했다. 상영관에 사람이 거의 없어서 안타까웠던... 제발 홍보 좀 똑바로 하길ㅠㅠㅠㅠ,1
33144,김정훈? UN? 주연이 조연에게 연기력 딸리고 어색한 이상한영화 ..캐스팅실패로 망한듯 20분 보고 꺼버림... 배역의 문제 몰입도가 떨어짐,1
33145,신생-단련 길드에서 길드원 모집중입니다.💪💪💪,0
33146,메m 로그인실패뜨는데,0
33147,본캐 직업,0
33148,마음이 너무 아프기도 했고..... 따뜻해지기도 했다... 느낌이 좋은 영화다.,1
33149,감동있게 잘 보았습니다^^추천합니다,1
33150,너무 재미있어요,1
33151,훈훈하고 즐겁고 벅찼다. 오버하지 않아서 더 멋있게 느껴진 영화. 뭐라 말로 표현할 수가 없네..;,1
33152,연기도 좋구 영상미도 굿. 무슨 영화인줄 ㄷㄷㄷ,1
33153,패파 용둥에서 147 찍었는데,0
33154,쓰레기영화. 몰아가는 힘도 부족. 긴장감도 없음. 치밀한 두뇌싸움도 없고 시원한 액션도 없음. 시덥잖은 씬만 줄줄이 늘어놨음. 영국 내수용 영화. 더도 덜도 아님.,1
33155,새로운 의자가 출시되었네요,0
33156,장난하냐???,1
33157,패파 140 찍먹 할랬는데 생각보다 재미있네요,0
33158,내가 왜 이점수 줬는지 본 사람은 안다,1
33159,x발 무고벤 안풀어주냐,0
33160,김혜수가 갑,1
33161,범인이 첫장면부터 눈에 보이던데...웬 충격적인 반전? 부실하다..,1
33162,드디어 끝났네 난 조기종영 될 줄 알았는데,1
33163,정말 너무 재미없다 ㅠㅠ 워킹데드 볼래,1
33164,이건 정말 명작!!!!!!!!!!!!,1
33165,같은 고딩으로써 칭구들의 우정과 쌤들의 가르침을 알수 있는 조은 드라마!,1
33166,시즌3로 부활되길!!!,1
33167,짱짱!!!!♥♥♥♥,1
33168,스카 쪼레비들 원정버스피료해? 연회길드,0
33169,ㅇㅇ,1
33170,내용 전개가엉성하고지루할정도로 재미가없슴,1
33171,어릴 때 너무 재미있게 봤는데 ㅎㅎ 음악이 너무 좋죠 이 애니 나온 이후로 여름마다 언더더씨 나오죠,1
33172,"멋들어진 민초들의 의상, 황정민의 연기 모두 좋았지만, 뭔가 익숙함에.. 6점대 영화는 아닌듯",1
33173,일점주기도아까움 클라라얘기할땐다듣고잇다가갑자기시간없다면서재촉하고 그럴꺼면클라라만부르지!!! 신동엽씨만방송하고 나머지엠씨분들은뭐하시는건지... 진심정신없고 보고나니화가나는방송이네요... 다음주오프닝에서 오늘게스트분들께사과하셧으면좋겟어요 오늘실망입니다,1
33174,메엠에서 가장 비싼 템이 뭘까여,0
33175,정말 한순간도 화면에서 눈을 뗼 수가 없음,1
33176,긴장하고 몰입해서 봤습니다,1
33177,평점 떨어뜨려봐야지,1
33178,팅한테 싸움붙히는게 좀 억지적이다. 대머리 문제많네,1
33179,돌쇠(kimd****) 님 못 배운거 그렇게 티를 내야겠어요? 익명성 맞아요 ㅋ;,1
33180,아 이제서야 보는데 이건 무슨..영화 아닌줄 알았습니다 저도 빅뱅 좋아하고 그중 승리 제일 좋아하는데요 좋아하는걸 떠나서 연기도 별로고 이야기도 별로..,1
33181,비 서구권인지도 완전바닥임 비가월드스타면 싸이는마이클잭슨수준이겠네 자꾸 방송에서 비칭할때 월드스타월드스타하는데 정확히는 아시아스타죠.,1
33182,아무 생각 없는 중학생을 위한 영화,1
33183,아정말... ㅡㅡ 어이없어,1
33184,미스터리나 스릴러라는 장르의 재미측면에서 이 영화는 빵점이다.,1
33185,그냥삼류공포드라마ㅣ김지훈연기진짜못하네,1
33186,고딩시절 단순 치고 부수는 무협영화인줄 알고 극장에서 보고 당황하고 화가났던 작품 이 30대를 훌쩍 넘어서 다시보니 이 울컥하는 이 느낌은 뭐지??,1
33187,만화의 유치함을 스크린으로 그대로 재현하다. 만화와 영화의 차이를 여전히 모르는,1
33188,OOO기영화...특히 이정우.고다미.김푸른 이것들 제일 심하네,1
33189,연기력에서 유혹하지 못한다,1
33190,포스터 합성쩌네...몸은 엇비슷한 위치인데 머리는 주윤발이 앞으로 나와있고 두사람의 얼굴사이에 그림자처리가 얇아서 샴쌍둥이마냥 머리가 붙어있네. ㅋㅋㅋ,1
33191,우리 모두의 이야기. 연대와 공감이 필요한 세상.,1
33192,기대하고 봤는데 뭐 따위지 ㅡㅡ 박평식 평가보다 더박하게 주고싶을정도임,1
33193,졸라재미없는영화였음 ㅜㅜㅠ,1
33194,"가슴이 따뜻하다 미어지다하네요 소재는 별루라 안보려다 계속보는데 보길잘한거 같아요. 우리 할머니,할아버지,아버지,어머니,형,누나,동생얘기가 될지도 모른다생각하니 더 싐취해서 봤습니다. 가슴 저 끄트머리까지 짠해집니다",1
33195,어쩔수없는 줄거리의 한계,1
33196,두줄 작이 세줄작 되는 경우도 있나요?,0
33197,솔직히 원작보다 훨씬낫다 원작 무슨 인간이 말도못하게설정해놨어,1
33198,본메에서도 패파 까다로운 캐릭 인가요?,0
33199,아 나참! 이거 진짜 스토리 전개 탄탄한데 소재도 현실적이고 왜 평이 안 좋은거야,1
33200,그냥 초딩때 봤을 때 무서웠다.,1
33201,먹방도 아니고 쳐묵쳐묵 하는 장면만 너무 클로즈업 해서 오래보여주니……. 뭔 드라마가 이런지?,1
33202,드럽게 재미없네 시간이 돈이다? 내 시간은 어쩔건데,1
33203,일본 AV 주간 환불 랭킹 2위.jpg,0
33204,메린이인데용,0
33205,재밌어요 ㅎㅎ 완전몰입해서 보고.. 반전에 경악했고 무엇보다 결말 굿굿,1
33206,시청자들의 반대를 무릅쓰고 강행한 캐스팅에 대한 시청률이 직접 나타나자 변명만 늘어놓는 상황이죠. 책임자가 인정.반성.변화를 줄 능력과 용기가 없는 자라면 윗선에서 최고 프로그램을 졸작으로 만들어가고 있는 연출에 대한 책임을 물어야지요.,1
33207,나이트 워커 질문,0
33208,아닠ㅋㅋ,0
33209,재미없어,1
33210,메m은 과금 어느정도해야하나요?,0
33211,채민서 결국 에로배우 밖에 안됨 팔자지뭐ㅎ,1
33212,도대체이런영화왜찍나요?주상욱이아깝다 쓰레기중에최고쓰레기다이영화 나탈리보다더쓰레기다,1
33213,너무~재미있기도 하고 슬프기도 하네요.,1
33214,"일방적, 편협한 사고들이 만들어낸 일반화와 각인효과로 인해 한 인간의 삶이 어떻게 바뀔수 있는지 알수 있는 영화다. 오히려 어린아이니깐 또는 사회적 약자이기에 당연하고 맞을것이라는 생각의 오점이 얼마나 큰 실수가 될 수 있는지 알아야 할 것이다.",1
33215,"연출, 기획, 스토리 전부다 쓰레기..제인생 영화중에 제일 쓰레기.. 절대보지마요진심",1
33216,가장 독한 독이란 사람의 욕망이요.,1
33217,진짜 졸면서 봤다 ㅋㅋ,1
33218,스카니아 성인 친목 길드 들어봐요ㅎㅎ,0
33219,이렇게 병걸린 사람을 내세워 눈물짜내는거 싫어요,1
33220,이게 뭐고 140제 유닠이 1억이 안하네?,0
33221,데스노트는 이걸 보고 배워야 한다.,1
33222,미친쥐OOO가장난으로영화만들었네....,1
33223,클라라볼라고화신본거아닌데,1
33224,1편보다는 2편이 더 재미있다.ㅋㅋㅋ,1
33225,너무 재밌게 잘 봤습니다,1
33226,더빙만 아니었다면 재미있게 볼수있었을텐데..,1
33227,가위질 질문,0
33228,티오노린코! 프로보시스! 정말 감동적인 영화네요 ㅜㅜ,1
33229,개봉햇나? 안햇나 모르겟다,1
33230,루나섭 16렙 장갑 보공 극극극 시세좀 알려주세여,0
33231,우트나 파프 강화하시는분들!!,0
33232,"크로아 ""결속"" 길드에서 새 인재를 찾습니다!!",0
33233,"내 마음을 순화시겨주자, 시간이 아깝지 않다고 오랫만에 여겨진 영화, 하지만 엄마역은 좀 약하게 했었다따면 더 감동적이지 않았을까.",1
33234,관리좀해라 진짜 쓴돈이얼만데 ㅡㅡ,0
33235,.좋은영화네요 .여운이남는,1
33236,와.. 한벌옷 강화 하다 터진거,0
33237,기본유닛 패치된거 사진있는사람?-?-?-?-?-?-?,0
33238,아육대 일부분이 재미없어,1
33239,10점,1
33240,잘 봤습니다.,1
33241,난 3를 추천하고싶지만 아이스에이지의 시작이어서 괜찮다,1
33242,스토리가 좀 뜬금없지만 액션은 역시 화끈하다,1
33243,여제 20강아대 사실분,0
33244,여균동 감독은 작품 구상중인가?,1
33245,"정말 이건 명작이네요 연출도 정말 소름돋았고 스토리,연기 다 완벽했어요",1
33246,"능력있고 지적인 중후함,,헉,,로버트레드포드의 매너,어느여자가 안넘어가는가??",1
33247,지구를 지켜라...혹 이 작품을 보고 만든 건 아닌지...,1
33248,그냥 걷기만 하는데도 전혀 지루하지 않던데..풍경도 멋있고..,1
33249,솔직히 기독교가 아니라면 공감은 못할 그런 판타OO까요.,1
33250,아케인서버 매크로들을 노예부리는 방법,0
33251,피앱 피도미 받으러온 분탕러 특,0
33252,70년대 배경인줄몰랐는데 참 좋았다...독특한 소재와 마치 같이 꿈을 꾼듯..어린역할의 차수연은 참 이쁘고 김민선도 매력있으면서도 슬프고...,1
33253,"루미너스 하이퍼스킬,스텟",0
33254,마지막이라니 이럴순없어 모처럼 볼만한게 있나 했더니쩝,1
33255,영화를 보는순간 분노가 치미를것이다,1
33256,너바나 음악을 즐겨듣지 않는데 이 영화를 보니건 또라이짓이다,1
33257,이제 안죽네 역시 서버랙때매 죽엇구나,0
33258,ㅠㅠ 슬퍼요요요ㅛㅛ유ㅠㅠ,1
33259,몽땅 화이팅!! 짱 재미있음ㅋㅋ,1
33260,스토리가 너무 심하게 뒤떨어지는 영화. 몇 배우들 연기는 일품.,1
33261,우리가 직접 해볼 수 없는 것들을 리얼하게 만든 작품. 영화의 본질에 충실한 영화.,1
33262,무슨 갑자기 사람이 튀어나와서 도와주고 이건 뭥미??무슨 스토리인지..;,1
33263,"음,,, 뭔가 탁 터지길 바랐지만 결국 터지지 않고 끝나는느낌,,",1
33264,코디를 부탁해~~~~~~,0
33265,4대강,1
33266,슬픈해피엔딩.. 뭔가. 아련하다..,1
33267,정말 완성도 높은 드라마,1
33268,1/18(월)~1/19(화) 불량 채팅/게시판/명칭 제재 결과 안내,0
33269,드라마 진짜 너무 질질 끈다,1
33270,상당히 기분드러워지는 영화네요 대체 표현하려고 한게 뭡니까?,1
33271,ㅋㅋㅋ 진짜 골깜..ㅋㅋ 눈 부라릴때 쓰러짐..ㅋㅋ,1
33272,데슬 메타모포시스 질문이요!,0
33273,형들 나 수능 300일 남았어,0
33274,메포 사가주세요!,0
33275,역시 다르덴이다! 감정을 어쩜 저리도 섬세하게 표현할 수 있을까,1
33276,"유머,비판,묘사 모두 완벽한 애니메이션",1
33277,뭐하러 만듬?? 아 짜증남,1
33278,템 우선순위로 뭐부터 맞춰야할까요?,0
33279,조현병 환자의 삶.jpg,0
33280,제논은 왜 인기가 없어요?,0
33281,눈물이 나오네요. 얼이즈 웰,1
33282,feat by 장기기증협회,1
33283,지루하지 않고 너무 재미있는 영화~,1
33284,이기심 끝판왕 동물학대 영화. 울 아버지도 화내셨음. 죽을때까지 부려먹다 마지막에 팔아먹는 내용이 왜 감동. 어이상실,1
33285,이거벨트얼마나할까요?,0
33286,그냥 데몬하기로했는데,0
33287,이런영화좀만들지마라,1
33288,오늘의 일기1(메른이),0
33289,성룡 넘 막나간다... 정말 보지마시길...,1
33290,무고벤 해결좀해주라,0
33291,정말 이건 잭블랙말고는 해낼수가 없는 역할인듯,1
33292,몇 안되는 재밌게 본 영화,1
33293,이수만이 음악햇내,1
33294,할머니가 두런두런 풀어놓는 유쾌한 입담에 재밌게 봤어요. 일상처럼 흐르던 영화는 우리의 시대에 고스란히 동요한 아버지를 보여줍니다. 어느 개인의 삶이 아니구나 하구요. 우리의 아버지를 경험한 모두에게 권하고 싶은 영화예요.,1
33295,"1점도 아깝다ㅉㅉ 김수현, 이현우, 박기웅 잘생긴거 말고는 아무 의미가 없는 영화",1
33296,지루하다는평이있어볼까말까하다봤는데 잼있다뭐가지루하다는건지ㅋㅋ 액션이많지않지만 긴장감도있고 나름스릴도있고 잼있었다,1
33297,혹시 무릉에서 얻은 자사권은 캐릭 귀속인가요?,0
33298,마리아 안되마리아마리아,1
33299,200렙 메린이 ㅠㅠ,0
33300,키아누 리브스와 산드라 불록의 매력에 푹 빠져 몇번씩 다시 봤다.,1
33301,영화가 끝나고도 자꾸 눈물이 쏟아졌다..,1
33302,가격좀 알수있을까요??,0
33303,"데너리스 타르 가르엔...나도 용의주인이 되고 싶다...누이랑,근친상간이나 하고 다닐지라도,소설 속에선 제일 멋진 놈이 자이메 라니스터였는데,드라마속에선,드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도,기본 선방은 했음",1
33304,이거 3분이상보는 사람은 자고있는 사람이거나 영화 처음보는 사람이다. 진짜.,1
33305,"2000년대 초반으로 박제된 이 영화에서 우리는 그저 풍속학적인 가치나 찾아야 하는가? 아니다, 이런 끔찍한 재앙 속에서도 예술가의 자의식은 꿈틀거린다. 하지만 서투르고 게으른 태도와 접근방법은 모든 가능성을 똥통으로 몰아넣고 말았구나.",1
33306,명성을듣고 기대하고 봤지만 역시 한국드라마의 한계가 느껴지는 엉성한 스릴러 나쁘진않지만 그렇다고 이런평점을 받을만한 드라마는 아니다,1
33307,무고벤 개불쌍하노 ㅋㅋㄹㅃㅃ,0
33308,스토리는 나쁘지 않은데 연기와 사운드가 정말...,1
33309,걍인피니트가짱이다.진짜짱이다♥,1
33310,팬텀 키우는 중인데,0
33311,진짜막장영화 평점에 낚여네,1
33312,카일 집 화장실에서 책 발견 하고 쳐다볼 때 감동 ㅠㅠㅠㅠ,1
33313,전 솔직하기에 하지만 네이버 시스템에11점을 줄수는 없네요,1
33314,너무 많은 걸 기대하지 않는다면 그럭저럭 볼만함.,1
33315,복귀 메린이 에반 팬텀 추천좀 해주세용..,0
33316,유뽑 흑우 ㄷㄷㄷㅈ,0
33317,"소재, 주제, 이야기는 최고다. 다만 두 주연배우의 발연기가 몰입도를 해친다.",1
33318,팔라딘 안하는 이유가..?,0
33319,왕은 왜 어린 다윗을 내보냈을까?,1
33320,와 가이드가 하나도 없어서 내 은월 왜 자꾸 사냥하다 뒤지는지 이제알앗다.,0
33321,(나)왕자// 세계의균형이깨지기시작(바탕).자신을부정.검을뺏기위해 아빠죽임.검이안열림.무작정도망.마법사만남.마법사랑여행.노예됨.노예탈출.여자애만남.나쁜놈이마법사찾음.잡힘.검열림.여자애가알고보니 용.해피엔딩 결론=보지마...,1
33322,얘 사기에요~ 댓글막아놨네 ㅋㅋ,0
33323,"그럴듯한 영상으로 미화시켜봤자 성추행, 공갈협박, 납치, 성매매 알선, 포주. 이게 전부다. 사랑이라고 멋대로 착각한 인간말종이 저지른 범죄고 그저 불쾌할 뿐이다.",1
33324,보뽑이벤 진짜 너무 좋다,0
33325,이 영화로 한동안 부두교에 대해 빠져있었지 ㅋㅋ,1
33326,넘 재밌네요 아이들이 엄청좋아해요,1
33327,심장 큡질중인데 잡옵좀 인간적으로 줄여줘요,0
33328,4형제들,1
33329,이렇게 재밌는걸 지금보게되다니.....,1
